Response_ID,今年的中秋節您有與家人團聚嗎？（延後到國慶連假也算）,今年中秋節（含國慶連假）團圓時您有烤肉嗎？,肉片:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,香腸:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,黑輪:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,玉米:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,貢丸:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,米血:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,蔬菜:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,海鮮:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,雞翅、雞腿:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,豆干、豆腐:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,我喜歡的是：:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,對於這種「到府烤肉」服務，您的感受是？,喜歡，因為…:對於這種「到府烤肉」服務，您的感受是？,不喜歡，因為…:對於這種「到府烤肉」服務，您的感受是？,如果大家都烤肉，您會覺得「不好玩」嗎？,如果大家都烤肉，您會覺得「不好玩」嗎？: Comments,無論您喜不喜歡烤肉，現在我們來談談對它的印象吧。 您覺得戶外的烤肉對您的健康有多大影響？,對您來說，烤肉費用的支出是不是一種負擔？,對您來說，烤肉費用的支出是不是一種負擔？: Comments,準備烤肉食材對您來說會不會很麻煩？,在烤肉活動中，請問下列哪一項是您最無法忍受的？,我最受不了的是：:在烤肉活動中，請問下列哪一項是您最無法忍受的？,在烤肉活動中，請問下列哪一項是您最無法忍受的？: Comments,您在不在意您烤肉時造成的污染嗎？,您在不在意您烤肉時造成的污染嗎？: Comments,請問這樣的活動對您來說有趣嗎？,請問您是否參與過這類的大型烤肉活動？,我覺得「封街烤肉」…,我覺得：:我覺得「封街烤肉」…,請問您比較喜歡「封街大家一起烤肉」，還是「自己家烤自己的」？,集體烤肉，因為：:請問您比較喜歡「封街大家一起烤肉」，還是「自己家烤自己的」？,自己烤，因為：:請問您比較喜歡「封街大家一起烤肉」，還是「自己家烤自己的」？,請問您比較喜歡「封街大家一起烤肉」，還是「自己家烤自己的」？: Comments,最後，我們來談談節慶與團聚。 請問您覺得一天之內自己可以自由支配的時間（用來做自己想做的事）大約有多少？,春節:請問您今年挑了什麼時間與全家團聚（可複選）？,端午:請問您今年挑了什麼時間與全家團聚（可複選）？,中秋:請問您今年挑了什麼時間與全家團聚（可複選）？,長假連假:請問您今年挑了什麼時間與全家團聚（可複選）？,平時週休或排假時:請問您今年挑了什麼時間與全家團聚（可複選）？,以上都沒有:請問您今年挑了什麼時間與全家團聚（可複選）？,說回到烤肉，請問您明年會不會想全家人一起烤肉？,"平時用社群媒體（Line, Facebook等）與家人聯繫感情。您覺得夠不夠？","我有其他想法：:平時用社群媒體（Line, Facebook等）與家人聯繫感情。您覺得夠不夠？","平時用社群媒體（Line, Facebook等）與家人聯繫感情。您覺得夠不夠？: Comments",大家圍著烤肉比其他活動要較為容易聯絡感情。,"「請問您多常使用手機上的社群媒體（Line, FB等）APP與家人聯絡？」",請問您使用手機與家人聯絡時，比較喜歡使用文字簡訊（例如Line留言），還是使用講話（含視訊）？,關於性別，您會以生理性別或社會性別來描述自己？,Gender,Social_gender,Bornyear,Edu,Residence,Job,Other_Job
565,1,1,1,,,4,5,,7,8,9,10,,2,,,1,,2,2,,1,2,,,2,,1,1,3,,2,,,,2,1,2,3,,5,,8,2,,,1,2,1,,0,6,1966,大學,1,技術員及助理專業人員,
567,1,1,1,2,3,4,,,7,8,9,,,3,,,2,,2,1,,2,2,,,1,,1,2,4,,4,,,,2,1,,3,4,,,10,2,,,1,2,2,,1,0,1973,專科,15,專業人員,
568,1,2,,,,,,,,,,,,2,,,2,,2,2,,2,2,,,1,,2,2,4,,3,,,,2,1,,,,5,,3,2,,,1,1,1,,1,0,1991,大學,4,服務工作人員及銷售員,
572,1,1,1,2,,,,,,8,9,,,3,,,2,,2,2,,2,2,,,2,,1,2,2,,4,,,,2,1,,3,,,,6,3,,,1,1,1,,1,0,1980,高中/職,16,農/林/漁/牧工作人員,
573,1,2,,,,,,,,,,,,1,,,2,,3,2,,1,5,,,2,,1,2,3,,1,,,,2,1,,3,4,5,,8,3,,,1,2,2,,0,0,1994,大學,11,技術員及助理專業人員,
574,1,1,1,,,,,,7,8,,,,3,,,2,,2,1,,1,1,,,1,,1,2,2,,3,,,,2,1,,3,4,5,,10,3,,,1,1,1,,0,0,1992,大學,14,學生,
577,1,2,,,,,,,,,,,,3,,,2,,2,2,,1,5,,,2,,2,2,4,,3,,,,2,1,2,3,4,,,5,3,,,2,2,2,,1,0,1990,大學,2,技術員及助理專業人員,
582,1,1,1,,,4,,,,,,,,1,,,2,,1,1,,1,5,,,1,,1,1,1,,1,,,,2,1,2,3,,,,7,3,,,1,1,1,,1,0,1955,大學,6,事務工作人員,
584,1,2,,,,,,,,,,,,2,,,2,,3,1,,1,5,,,3,,2,2,4,,99,,,,2,,,,,,99,1,4,,,2,4,1,,1,0,1979,高中/職,2,其他,
585,2,2,,,,,,,,,,,,92,,自己烤比較有樂趣,2,,2,3,,1,5,,,1,,2,2,4,,3,,,,3,1,,,,5,,5,3,,,1,2,1,,1,0,1970,,,,
588,1,1,,,,,,,,8,9,,,3,,,2,,2,2,,1,2,,,1,,1,1,2,,3,,,,3,,,,,5,,8,3,,,1,1,1,,0,0,1985,大學,11,其他,
589,1,1,,,,,,,,,9,,,3,,,2,,2,2,,1,2,,,2,,1,1,3,,3,,,,3,,,,,5,,9,3,,,1,1,1,,0,0,1985,大學,11,其他,
590,1,1,1,,3,,,6,7,8,9,10,,3,,,2,,2,1,,1,5,,,2,,2,2,4,,3,,,,1,1,,,,,,10,2,,,2,2,2,,0,0,1966,高中/職,2,家管,
594,2,2,,,,,,,,,,,,1,,,2,,2,2,,1,1,,,2,,2,2,3,,3,,,,2,1,2,3,4,,,5,2,,,1,3,1,,1,0,1992,大學,9,學生,
595,1,2,,,,,,,,,,,,1,,,2,,2,2,,1,2,,,1,,1,1,3,,1,,,,2,1,,,4,,,10,3,,,1,1,1,,0,0,1990,大學,15,事務工作人員,
596,1,1,1,2,,4,,,7,8,9,10,,2,,,2,,2,2,,1,2,,,2,,1,1,2,,1,,,,2,,,3,4,,,8,2,,,2,2,1,,1,4,1950,大學,1,民意代表/行政主管/企業主管及經理人員,
597,1,1,1,2,3,,5,,7,8,9,10,,3,,,2,,1,1,,1,1,,,1,,1,1,2,,1,,,,2,,,3,,,,8,3,,,1,2,1,,0,0,1971,高中/職,14,家管,
598,1,2,,,,,,,,,,,,2,,,2,,1,2,,2,2,,,2,,2,2,4,,3,,,,3,1,2,3,4,5,,10,1,,,1,1,1,,0,4,1990,大學,15,服務工作人員及銷售員,
599,1,2,,,,,,,,,,,,3,,,2,,2,2,,1,1,,,1,,1,2,5,,3,,,,1,1,2,3,,,,3,3,,,1,2,1,,1,0,1972,研究所以上,5,家管,
600,1,1,1,,,4,5,,7,8,9,10,,2,,,2,,2,2,,1,1,,,2,,1,2,2,,2,,,,2,1,,3,4,,,8,1,,,1,2,2,,1,0,1988,研究所以上,1,專業人員,
601,1,2,,,,,,,,,,,,1,,,2,,2,2,,1,5,,,2,,1,2,2,,1,,,,2,1,,3,,,,5,2,,,1,1,2,,0,0,1983,研究所以上,16,農/林/漁/牧工作人員,
604,2,2,,,,,,,,,,,,3,,,2,,1,1,,1,2,,,1,,1,1,5,,4,,,,2,1,,,,,,2,2,,,2,1,1,,1,2,1994,大學,8,學生,
605,1,2,,,,,,,,,,,,3,,,2,,1,2,,1,1,,,1,,2,2,4,,2,,,,1,1,2,3,4,5,,0,2,,,2,1,1,,0,0,1989,研究所以上,15,家管,
606,1,1,1,,,,,,7,8,,,,3,,,2,,1,2,,1,2,,,1,,1,2,2,,3,,,,3,1,,3,,,,4,3,,,2,1,1,,0,0,1997,大學,2,事務工作人員,
607,1,2,,,,,,,,,,,,2,,,2,,2,1,,1,3,,,1,,2,2,5,,4,,,,2,1,2,3,4,,,4,2,,,2,3,2,,0,0,1947,國小以下,15,退休,
612,1,2,,,,,,,,,,,,1,,,2,,2,1,,1,2,,,2,,2,2,4,,3,,,,3,1,,,4,,,3,3,,,2,2,1,,0,0,1982,大學,15,農/林/漁/牧工作人員,
613,2,1,1,2,3,4,5,6,7,8,9,10,,1,,,1,,2,2,,1,2,,,2,,2,2,4,,99,,,,2,1,,,,,,1,2,,,2,1,1,,0,0,1985,大學,2,其他,
615,1,1,1,,,,,,,8,,,,1,,,1,,2,1,,1,2,,,1,,2,2,4,,4,,,,3,1,2,3,4,,,6,2,,,2,2,2,,0,0,1976,專科,15,事務工作人員,
616,1,2,,,,,,,,,,,,1,,,1,,1,1,,1,1,,,1,,2,2,5,,4,,,,2,1,,,,,,4,2,,,2,2,2,,0,0,1959,高中/職,3,家管,
623,2,2,,,,,,,,,,,,1,,,1,,2,2,,1,3,,,1,,2,1,5,,3,,,,3,,,,4,,,6,2,,,2,2,2,,1,4,1982,大學,8,服務工作人員及銷售員,
628,1,2,,,,,,,,,,,,3,,,1,,1,2,,1,1,,,2,,2,2,5,,3,,,,2,,,3,,5,,5,2,,,2,2,1,,0,0,1993,大學,11,服務工作人員及銷售員,
631,1,2,,,,,,,,,,,,3,,,1,,2,1,,1,3,,,1,,2,2,5,,3,,,,3,,,,4,,,3,3,,,1,2,1,,1,0,1985,研究所以上,2,技術工作及有關工作人員,
632,1,2,,,,,,,,,,,,3,,,2,,2,3,,1,2,,,2,,2,2,4,,3,,,,3,1,2,3,4,5,,4,3,,,2,3,2,,1,0,1977,大學,5,事務工作人員,
637,1,1,1,2,,,,,,,9,,,1,,,2,,1,1,,1,2,,,1,,2,2,1,,4,,,,1,,,,,5,,10,2,,,1,1,1,,0,0,1996,大學,15,學生,
639,1,1,1,2,,4,,,7,8,9,10,,3,,,2,,2,2,,2,5,,,2,,1,2,3,,2,,,,2,1,2,3,4,5,,9,4,,,2,1,2,,0,0,1972,專科,1,服務工作人員及銷售員,
644,1,1,1,2,3,4,5,6,7,,9,10,,3,,,2,,1,2,,1,1,,,1,,1,2,3,,3,,,,2,1,2,3,4,5,,10,3,,,1,2,2,1,1,0,1961,大學,2,專業人員,
645,1,1,1,2,,,,,7,,,,,92,,自己烤可以省錢買肉,2,,2,2,,2,1,,,1,,2,2,5,,3,,,,3,,,,4,,,6,3,,,1,2,1,,1,0,1978,專科,15,其他,
647,1,2,,,,,,,,,,,,3,,,2,,2,3,,2,5,,,2,,2,2,4,,3,,,,3,1,2,3,,,,10,3,,,1,2,1,,0,0,1982,高中/職,1,家管,
648,2,2,,,,,,,,,,,,2,,,2,,2,2,,1,1,,,1,,1,2,3,,2,,,,2,,,,,5,,6,3,,,1,2,2,,1,0,1982,大學,8,待業或無業,
649,2,1,1,2,,,,,7,8,,,,1,,,2,,2,2,,2,5,,,2,,1,2,3,,3,,,,1,,,,4,,,6,2,,,2,2,1,,0,0,1996,高中/職,15,待業或無業,
651,1,1,1,2,,,,,,,,,,3,,,2,,1,1,,1,5,,,2,,2,1,4,,3,,,,3,1,2,3,4,5,,5,3,,,2,2,2,,1,0,1995,大學,2,學生,
653,1,1,,,,,,,7,8,9,,,3,,,2,,2,1,,2,5,,,2,,2,2,1,,3,,,,2,1,,,,,,6,3,,,1,1,1,,0,0,1987,大學,9,其他,
655,1,2,,,,,,,,,,,,3,,,1,,1,1,,1,1,,,1,,2,2,5,,4,,,,3,1,2,3,,5,,0,3,,,2,2,2,,1,0,1978,專科,15,服務工作人員及銷售員,
656,1,2,,,,,,,,,,,,3,,,2,,2,3,,2,2,,,2,,2,2,5,,3,,,,1,1,,,4,,,3,3,,,1,2,1,,0,0,1995,大學,1,待業或無業,
659,1,1,1,2,3,,,,,,,,,3,,,2,,2,2,,1,1,,,1,,1,2,2,,1,,,,2,1,,3,,,,7,2,,,1,2,1,,1,0,1978,專科,4,服務工作人員及銷售員,
662,1,2,,,,,,,,,,,,3,,,2,,2,2,,2,2,,,1,,2,2,4,,3,,,,1,,,3,,,,5,2,,,1,3,1,,0,0,1985,大學,2,事務工作人員,
665,1,1,1,,,,,6,,8,,,,3,,,2,,2,2,,1,2,,,1,,2,2,4,,3,,,,2,1,2,3,4,5,,8,3,,,2,1,1,,0,0,1979,大學,1,事務工作人員,
667,2,2,,,,,,,,,,,,3,,,2,,1,1,,1,1,,,1,,2,2,5,,3,,,,2,1,,,,5,,5,3,,,2,1,1,,0,0,1984,大學,3,技術員及助理專業人員,
668,1,2,,,,,,,,,,,,1,,,1,,1,1,,1,1,,,1,,1,1,3,,3,,,,2,1,2,3,4,5,,2,1,,,2,1,1,,1,0,1990,大學,2,技術工作及有關工作人員,
672,1,1,,,3,,,,,,,,,1,,,2,,1,1,,1,5,,,1,,1,1,2,,3,,,,2,,,,4,,,6,3,,,1,2,1,,0,0,2001,研究所以上,15,技術工作及有關工作人員,
674,1,1,1,2,3,4,,6,7,,9,,,3,,,2,,3,2,,1,3,,,1,,2,2,4,,3,,,,2,,,,,5,,7,4,,,2,1,2,,0,0,1995,大學,15,學生,
676,2,2,,,,,,,,,,,,92,,感受不到烤肉趣,2,,2,2,,2,90,全部都是,,1,,1,2,90,天秤,2,,,個有個的好,2,,,,,5,,10,4,,,1,1,1,,0,0,1986,高中/職,9,待業或無業,
677,1,1,1,,3,,,,,,,,,3,,,2,,2,2,,2,5,,,2,,2,2,5,,4,,,,2,,,3,,,,7,2,,,1,2,2,,1,0,1968,高中/職,14,農/林/漁/牧工作人員,
680,1,1,1,2,,4,,,,8,9,,,1,,,2,,1,1,,1,1,,,1,,1,2,3,,3,,,,3,,,3,,,,6,4,,,2,1,1,,1,0,1982,大學,14,專業人員,
681,1,2,,,,,,,,,,,,3,,,2,,2,2,,1,5,,,2,,2,2,5,,4,,,,2,1,2,3,4,5,,5,3,,,2,1,1,,1,0,1988,大學,1,事務工作人員,
682,1,2,,,,,,,,,,,,2,,,1,,3,1,,1,1,,,1,,2,2,5,,99,,,,1,,,,,,99,0,3,,,2,1,1,,1,0,1982,大學,2,待業或無業,
683,2,2,,,,,,,,,,,,3,,,2,,2,2,,2,2,,,2,,2,2,4,,3,,,,2,1,,,,5,,7,4,,,2,2,1,,0,0,1984,大學,18,技術員及助理專業人員,
684,2,2,,,,,,,,,,,,3,,,1,,3,1,,1,1,,,1,,2,2,4,,99,,,,3,,,,,5,,0,2,,,2,2,2,,1,0,1992,研究所以上,9,學生,
685,1,2,,,,,,,,,,,,1,,,1,,1,1,,1,1,,,1,,2,1,5,,3,,,,2,,,,4,,,0,3,,,1,1,1,,1,0,1960,大學,8,民意代表/行政主管/企業主管及經理人員,
687,1,1,,,,,,,,8,,,,1,,,1,,2,2,,1,4,,,1,,1,2,3,,1,,,,3,,,,4,,,6,3,,,2,1,2,,0,0,1972,專科,14,家管,
688,1,1,1,,3,,,,,8,9,,,3,,,2,,2,2,,2,5,,,3,,1,2,2,,1,,,,3,1,2,3,,,,7,2,,,1,1,1,,1,0,1984,研究所以上,9,專業人員,
689,1,2,,,,,,,,,,,,1,,,1,,1,2,,1,1,,,1,,1,2,1,,1,,,,2,1,,,,,,7,3,,,2,1,1,,0,0,1969,高中/職,2,事務工作人員,
690,2,2,,,,,,,,,,,,3,,,2,,2,2,,1,4,,,1,,1,2,2,,3,,,,2,,,,4,,,6,2,,,2,1,1,,0,0,1987,大學,2,服務工作人員及銷售員,
691,1,2,,,,,,,,,,,,1,,,2,,1,1,,1,1,,,2,,2,2,90,不錯 很有創意 但自己不會想參加,99,,,,2,1,2,3,4,,,1,2,,,2,2,1,,0,0,1997,大學,16,學生,
692,1,1,1,2,,,,,7,8,,,,1,,,2,,1,1,,1,1,,,1,,1,1,2,,3,,,,3,1,,3,4,,,7,2,,,1,2,2,,0,0,1992,研究所以上,23,專業人員,
693,1,1,1,2,,,,,7,,,,,3,,,2,,1,2,,1,1,,,1,,1,2,2,,3,,,,2,1,,3,4,,,8,2,,,1,1,1,,0,0,1994,大學,2,學生,
694,1,1,1,2,3,4,5,6,7,,,10,,1,,,2,,1,2,,1,1,,,1,,1,2,1,,3,,,,2,1,2,3,4,5,,10,3,,,1,2,1,,1,0,1961,大學,2,專業人員,
695,1,2,,,,,,,,,,,,3,,,1,其實不一定要烤肉,1,1,,1,1,,,1,,2,2,5,,3,,,,1,,,,,5,,5,3,,,2,1,1,,0,0,1991,高中/職,18,專業人員,
696,1,2,,,,,,,,,,,,3,,,1,,1,2,,1,1,,,1,,2,2,5,,99,,,,1,1,,,,,,4,3,,,2,2,1,,1,0,1973,高中/職,8,技術員及助理專業人員,
697,1,1,,2,,4,,6,,,,,,3,,,2,,2,2,,1,2,,,1,,2,2,5,,3,,,,1,1,,3,4,5,,7,3,,,2,1,1,,0,0,1985,大學,1,其他,
698,1,2,,,,,,,,,,,,2,,,2,,1,1,,1,4,,,1,,1,2,90,有好也有壞,1,,,,3,1,,3,,,,3,2,,,2,2,2,,1,0,1984,大學,3,待業或無業,
699,1,1,,,,,,,,8,,,,1,,,2,,2,3,,1,5,,,3,,1,2,2,,1,,,,1,1,,3,,,,9,2,,,1,1,2,,1,0,1983,大學,14,專業人員,
700,1,1,1,,,,,,,,9,,,1,,,2,,2,1,,1,2,,,2,,1,1,2,,1,,,,2,1,,3,4,,,9,2,,,1,1,1,,0,0,1987,,8,,
701,1,1,1,,,,,6,,8,,,,3,,,2,,2,2,,1,2,,,1,,1,2,3,,3,,,,3,1,,3,4,5,,7,4,,,2,2,1,,0,0,1983,大學,15,技術員及助理專業人員,
702,1,2,,,,,,,,,,,,3,,,2,,2,3,,2,1,,,1,,2,2,5,,3,,,,2,1,,,,5,,8,3,,,2,2,2,,1,0,1983,研究所以上,8,事務工作人員,
704,1,2,,,,,,,,,,,,3,,,2,,2,2,,2,1,,,1,,2,2,5,,3,,,,3,,,,,5,,5,2,,,1,1,1,,0,0,1995,大學,1,學生,
705,2,2,,,,,,,,,,,,3,,,2,,2,2,,2,5,,,2,,1,2,3,,2,,,,3,,,,,5,,7,3,,,1,2,2,,1,0,1976,大學,7,非技術工及體力工,
706,1,1,1,,,,,,,8,9,,,92,,不熟識，到底該理所當然接受服務，還是要一起過節一起玩？,2,,1,1,,1,1,,,1,,2,2,90,不喜歡，會影響交通、製造空氣汙染、噪音問題,3,,,,2,1,,3,,,,5,90,距離產生美感，社群媒體是聯繫感情的好工具，但偶爾相聚能凝聚情感,,1,2,1,,0,0,1991,專科,5,服務工作人員及銷售員,
707,1,1,1,2,3,4,5,6,,,9,10,,3,,,2,,3,2,,2,2,,,2,,2,2,4,,4,,,,3,1,2,3,4,5,,7,3,,,1,1,1,,1,0,1988,研究所以上,9,非技術工及體力工,
708,1,1,1,2,3,,,,7,,9,,,2,,,2,,1,2,,1,1,,,1,,2,1,90,沒有特別喜歡,3,,,,2,1,2,3,,,,3,4,,,2,1,1,,1,0,1985,大學,6,服務工作人員及銷售員,
709,1,1,,,,,,,7,,,,,3,,,2,,2,1,,1,2,,,1,,2,1,4,,3,,,,2,1,,3,,,,5,2,,,2,2,1,,1,0,1991,大學,4,機械設備操作工及組裝工,
710,1,1,1,2,3,4,,,,8,,,,3,,,2,,2,2,,2,2,,,2,,1,2,2,,2,,,,2,,,3,4,5,,10,3,,,1,1,1,,0,0,1982,高中/職,14,技術工作及有關工作人員,
711,2,1,1,2,3,,,6,7,,,10,,1,,,2,,2,1,,1,2,,,1,,2,2,4,,3,,,,2,1,,,,,,5,2,,,2,2,1,,1,0,1995,大學,1,學生,
712,1,2,,,,,,,,,,,,3,,,2,,2,2,,2,2,,,1,,1,2,2,,3,,,,2,,,,,5,,10,3,,,1,3,1,,0,0,1986,大學,8,其他,
714,2,2,,,,,,,,,,,,3,,,2,,2,2,,1,2,,,1,,1,1,3,,4,,,,4,,,,,,99,5,3,,,2,2,1,,1,0,1995,高中/職,14,現役軍人,
715,1,2,,,,,,,,,,,,1,,,2,,2,1,,1,2,,,1,,2,2,4,,99,,,,3,,,,,5,,4,3,,,2,2,1,,0,0,1977,大學,8,事務工作人員,
716,1,1,1,,,,,,,8,9,,,1,,,2,,1,2,,1,1,,,1,,2,1,3,,2,,,,1,,2,3,,,,8,2,,,1,3,2,,1,0,1970,,,,
717,2,2,,,,,,,,,,,,3,,,2,,2,1,,1,1,,,1,,1,2,4,,3,,,,2,,,3,,,,8,2,,,2,1,2,,1,0,1977,大學,4,技術員及助理專業人員,
718,1,1,1,,,4,,6,,,,,,1,,,2,,1,1,,1,1,,,1,,1,1,2,,3,,,,2,,,3,,,,7,3,,,2,1,2,,0,0,1970,,,,
719,1,1,1,,,4,5,,,8,9,,,3,,,1,,1,1,,1,4,,,1,,2,2,3,,4,,,,2,1,,,,,,7,3,,,1,1,2,,0,0,1970,,,,
720,1,2,,,,,,,,,,,,92,,不健康不環保,1,,1,3,,1,2,,,1,,2,2,5,,99,,,,3,1,,,,,,3,3,,,2,1,1,,0,0,1978,專科,1,服務工作人員及銷售員,
721,1,1,1,2,,,,,,8,9,,,3,,,2,,1,1,,1,2,,,2,,1,2,3,,3,,,,3,1,,3,4,,,7,3,,,1,1,1,,0,0,1992,大學,2,事務工作人員,
722,2,2,,,,,,,,,,,,3,,,2,,2,2,,1,5,,,2,,2,2,4,,3,,,,3,1,,,,,,5,2,,,1,1,1,,0,0,1988,大學,2,服務工作人員及銷售員,
723,1,2,,,,,,,,,,,,3,,,2,,1,2,,1,2,,,1,,1,2,2,,3,,,,2,1,,3,,,,7,1,,,1,2,1,,1,0,1970,大學,2,退休,
724,1,2,,,,,,,,,,,,3,,,2,,1,2,,1,1,,,1,,1,2,2,,3,,,,2,1,2,3,,5,,5,3,,,2,2,2,,1,0,1986,大學,2,技術工作及有關工作人員,
725,2,1,1,,3,,,,,8,9,,,3,,,2,,2,2,,2,3,,,1,,1,1,2,,4,,,,3,,,3,,,,5,2,,,1,2,1,,0,3,1997,專科,14,學生,
726,1,2,,,,,,,,,,,,3,,,2,,2,2,,1,2,,,1,,2,2,4,,4,,,,3,,,,,5,,3,2,,,2,3,2,,0,0,1982,大學,4,技術工作及有關工作人員,
727,1,2,,,,,,,,,,,,3,,,2,,2,1,,1,5,,,2,,2,2,4,,3,,,,2,1,,,4,,,10,3,,,1,2,1,,0,0,1991,大學,14,事務工作人員,
728,2,1,1,,,,,,,,,,,3,,,2,,2,2,,1,5,,,1,,2,2,4,,3,,,,2,1,,,,,,5,3,,,2,1,2,,1,0,1980,大學,14,技術工作及有關工作人員,
730,1,2,,,,,,,,,,,,2,,,2,,2,2,,1,5,,,2,,1,1,2,,3,,,,2,1,2,3,4,5,,8,3,,,1,2,2,,1,4,1981,專科,4,技術員及助理專業人員,
731,1,1,1,2,3,,5,,,,9,10,,2,,,2,,2,3,,1,2,,,2,,2,2,4,,3,,,,2,1,,3,4,,,5,3,,,2,2,1,,0,0,1996,大學,1,學生,
732,1,1,1,2,3,4,,,,8,,,,3,,,2,,2,3,,2,5,,,2,,1,2,1,,1,,,,3,1,,,,,,9,4,,,2,1,2,,0,1,1979,高中/職,15,家管,
733,1,2,,,,,,,,,,,,3,,,2,,2,2,,1,4,,,1,,1,2,2,,1,,,,2,,,,,5,,6,3,,,2,2,1,,0,0,1977,專科,5,其他,
734,1,1,,,3,,,,,,,,,3,,,2,,1,2,,1,5,,,2,,2,2,4,,3,,,,1,,,3,,,,6,2,,,1,1,1,,0,0,1982,,7,,
737,2,2,,,,,,,,,,,,3,,,2,,2,2,,1,1,,,1,,1,2,3,,3,,,,3,1,,,,5,,5,3,,,2,1,1,,1,0,1984,研究所以上,8,專業人員,
3,1,1,,,,4,,,7,8,,,,1,,,1,,2,1,,1,2,,,1,,2,2,5,,3,,,,3,,,,,5,,4,3,,,1,1,1,,,,,,,,
23,1,2,,,,,,,,,,,,1,,,2,,1,1,,1,1,,,1,,1,1,90,有利有弊,2,,,,3,1,2,3,4,5,,5,3,,,2,2,1,1,0,,,5,15,7,
30,1,1,1,,,,,,,,9,10,,3,,,1,,2,1,,1,2,,,1,,1,2,2,,3,,,,3,1,2,3,4,5,,5,3,,,2,2,1,,,,,,,,
51,1,1,,,,4,,,7,8,,,,92,,一定多出不必要支出,2,,2,2,,1,2,,,2,,1,1,3,,1,,,,2,,,3,4,5,,7,3,,,1,2,2,,,,,,,,
52,1,1,,,,,,6,,,,,,2,,,1,,2,3,,2,3,,,3,,1,2,2,,99,,,,2,,,,,5,,7,2,,,2,2,2,,,,,,,,
125,1,2,,,,,,,,,,,,3,,,2,,1,2,,1,1,,,1,,2,2,5,,4,,,,1,1,2,3,4,5,,3,2,,,2,2,2,,,,,,,,
131,1,2,,,,,,,,,,,,2,,,2,,2,2,,1,5,,,1,,2,2,5,,3,,,,2,1,,3,,,,5,2,,,2,2,1,,,,,,,,
223,1,2,,,,,,,,,,,,3,,,1,,1,3,,2,1,,,1,,2,2,5,,3,,,,1,1,2,3,,,,3,4,,,2,1,1,,,,,,,,
257,2,1,,,,,,,,,9,,,3,,,1,,3,1,,1,1,,,1,,2,2,3,,99,,,,2,,,3,,,,5,4,,,1,1,1,2,,6,,5,14,8,
285,1,2,,,,,,,,,,,,3,,,2,,2,2,,1,1,,,1,,2,2,5,,3,,,,2,1,2,3,4,5,,4,3,,,2,1,1,,,,,,,,
291,1,1,,,3,,,6,,,,,,3,,,2,,2,2,,1,1,,,2,,1,2,2,,3,,,,2,1,,,,,,6,2,,,1,2,1,,,,,,,,
353,1,1,1,,,,,,,8,,,,3,,,2,,3,2,,2,5,,,3,,1,1,4,,3,,,,2,,,,,5,,0,1,,,1,2,1,1,1,,,5,15,7,
403,1,2,,,,,,,,,,,,3,,,2,,1,3,,2,2,,,1,,2,2,5,,3,,,,2,1,,,,,,4,1,,,2,2,2,1,1,,,6,15,15,
404,1,2,,,,,,,,,,,,3,,,1,,1,2,,2,2,,,1,,2,2,4,,3,,,,2,1,,,,,,4,1,,,2,2,2,1,0,,,5,15,14,
407,1,1,1,2,,,5,6,7,,9,10,,3,,,2,,2,2,,1,1,,,2,,1,2,1,,1,,,,2,1,2,3,4,5,,10,2,,,2,1,1,,,,,,,,
414,1,2,,,,,,,,,,,,2,,,2,,1,2,,1,90,衣物沾染煙味,,1,,1,2,3,,1,,,,3,1,2,3,4,5,,7,3,,,1,1,1,1,0,,,5,7,6,
440,1,1,1,,3,,,6,,,9,,,1,,,2,,2,2,,1,2,,,1,,1,2,2,,1,,,,2,,,,4,,,5,3,,,1,2,2,1,1,,,5,2,2,
507,1,1,1,2,,,5,,,,9,,,3,,,2,,2,2,,1,1,,,1,,2,2,1,,3,,,,2,1,,3,,,,9,3,,,1,1,1,1,1,,,3,15,13,
512,1,1,1,2,,4,,,7,,,,,3,,,2,,2,2,,1,4,,,2,,2,2,4,,3,,,,3,1,2,3,,,,6,2,,,2,2,2,3,0,,,5,14,7,
526,1,1,,,,,5,,7,8,,10,,3,,,2,,1,2,,2,1,,,1,,2,2,4,,4,,,,2,,,3,,,,7,3,,,2,4,2,1,0,,,2,9,13,
529,1,1,1,,3,,5,,7,8,9,10,,3,,,2,,3,2,,2,5,,,3,,1,2,2,,3,,,,2,1,2,3,4,5,,10,3,,,1,2,1,1,1,,,2,1,10,
533,2,2,,,,,,,,,,,,3,,,2,,2,1,,1,2,,,1,,1,2,4,,3,,,,3,1,,,,,,3,3,,,2,1,1,1,0,,,6,2,4,
537,1,1,1,2,,,5,,,8,9,10,,3,,,2,,2,3,,2,1,,,1,,2,2,4,,3,,,,1,1,,3,4,,,8,3,,,1,1,1,1,0,,,5,1,6,
